StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q75,GENDER,EDU,RACE,RACE_7_TEXT,AGE_CAT,SOCIAL_1,SOCIAL_2,SOCIAL_3,SOCIAL_4,KNOW_EDU,KNOW_HELP,AI,FOLLOW,IDEO_1,PARTY7,PPID_1,PPID_2,PPID_3,PPID_4,CHECK,CHECK_6_TEXT,BEN_3_1,BEN_3_2,BEN_3_3,IMM_3_1,IMM_3_2,IMM_3_3,TRUMP_ECON_3_1,TRUMP_ECON_3_2,TRUMP_ECON_3_3,FAIR,BIASED,TRUST,AGREE,CIVIL_FAIR,CIVIL_BIASED,CIVIL_TRUST,CIVIL_AGREE,FACTS_FAIR,FACTS_BIASED,FACTS_TRUST,FACTS_AGREE,DEC_FAIR,DEC_BIASED,DEC_TRUST,DEC_AGREE,IMM_AGREE,IMM_QUALITY,IMM_CRED,IMM_BIASED,BEN_AGREE,BEN_QUALITY,BEN_CRED,BEN_BIASED,TE_AGREE,TE_QUALITY,TE_CRED,TE_BIASED,OPEN,AGE,RELIGION,RELIGION_11_TEXT,BORN_AGAIN,INCOME,condition,pro,pid,psid,screen,caps_person_mod,lc_moderator,caps_moderator,lc_trained,lc_person,lc_journo,lc_journo_verb,lc_person_pronoun,lc_no_artilce,lc_analysis,lc_person_pronoun_no_article,lc_write_gen,lc_write_gen_post,lc_this_person,lc_wrote_gen_post,lc_generating,lc_this_mod,party,own_imm_lib,own_ben_lib,own_trump_lib,imm_lib,ben_lib,trump_lib
11/28/2019 15:48,11/28/2019 15:53,0,174.232.140.7,100,267,1,11/28/2019 15:53,R_1d64c575FpWYQRs,,,,,41.38470459,-81.79820251,anonymous,EN,1,1,4,6,,2,5,4,4,4,2,3,3,20,10,3,6,7,6,7,4,,2,3,12,5,12,2,12,10,4,5,2,6,7,7,2,5,7,5,2,7,7,7,7,6,6,7,6,6,2,6,7,7,2,7,6,6,2,,32,6,,,11,2,0,1649336889,KS_G9QDMwM38Q3UFbALvGQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,6.333333333,5.666666667,8.666666667,0,0,1
11/28/2019 15:21,11/28/2019 15:54,0,24.229.199.175,100,1987,1,11/28/2019 15:54,R_3ENqvpuZNsVGlSG,,,,,40.59950256,-75.376297,anonymous,EN,1,2,1,6,,6,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1502086030,KS_G9QDMwM1uUI2RInJ_OA**,no_comment_or_social,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2019 15:52,11/28/2019 16:00,0,68.100.41.157,100,493,1,11/28/2019 16:00,R_22S80xx7meEuhOY,,,,,38.75909424,-77.0923996,anonymous,EN,1,2,5,6,,6,3,5,2,3,5,2,"7,8,9,10",20,0,1,7,6,7,5,2,,2,6,1,3,2,2,1,7,7,5,6,5,4,5,6,6,4,4,6,5,4,4,5,4,4,1,1,1,1,3,4,4,5,4,4,4,5,,70,1,,2,3,1,0,1603577714,KS_G9QDMwM0WnuJPViDDig**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,2.333333333,3,5,0,0,0
11/28/2019 15:48,11/28/2019 16:02,0,66.229.250.223,100,828,1,11/28/2019 16:02,R_1pLMCiIMoIVDiXQ,,,,,25.60620117,-80.34519958,anonymous,EN,1,1,4,5,,5,1,2,2,2,1,2,"8,10",7,5,5,5,5,5,4,2,,4,5,7,6,5,6,9,11,11,6,6,6,4,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,,55,2,,2,4,2,1,1659058684,KS_G9QDMwM2uvvjnHxW7cg**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Republican,5.666666667,5.333333333,10.33333333,1,1,0
11/28/2019 15:48,11/28/2019 16:02,0,73.28.165.151,100,843,1,11/28/2019 16:02,R_1hSiTqzMI7HspPy,,,,,27.0933075,-82.44979858,anonymous,EN,1,1,7,6,,5,4,4,4,4,5,2,"1,2,7,8,10",21,0,1,7,7,7,5,2,,1,1,1,1,4,1,1,1,3,4,4,5,3,4,4,4,4,3,3,2,2,3,3,3,3,6,5,4,4,7,6,5,4,5,4,4,4,,63,2,,2,27,2,1,1634805116,KS_G9QDMwM0J9xqyd9HdIA**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,2,1,1.666666667,1,1,1
11/28/2019 15:51,11/28/2019 16:02,0,23.122.42.121,100,681,1,11/28/2019 16:02,R_efBkdjAxBo45iCd,,,,,29.44129944,-98.47930145,anonymous,EN,1,2,3,5,,3,5,5,4,5,5,3,"1,2,7,8,9,10",7,2,1,7,6,7,6,2,,7,6,8,4,5,3,3,1,2,3,4,5,4,5,4,4,4,4,5,5,5,4,5,5,5,6,6,5,6,6,5,5,5,5,5,5,5,,43,13,,2,3,1,1,1508816906,KS_G9QDMwM3v9WLW2BuEzg**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,4,7,2,1,1,1
11/28/2019 15:59,11/28/2019 16:03,0,98.198.32.174,100,222,1,11/28/2019 16:03,R_2aVrGSteBTAe2I0,,,,,29.57200623,-95.54000092,anonymous,EN,1,1,6,6,,2,5,4,5,4,1,3,"4,10",21,10,6,7,6,7,6,4,,13,12,13,13,13,13,13,12,12,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,1,,29,7,,,27,1,0,1661595530,KS_G9QDMwM3TKCsUmTBSww**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Republican,13,12.66666667,12.33333333,1,1,1
11/28/2019 15:31,11/28/2019 16:03,0,172.77.136.188,100,1971,1,11/28/2019 16:03,R_eCZuxBMBdubd00p,,,,,41.28540039,-82.04309845,anonymous,EN,1,2,5,7,,1,2,5,1,2,5,4,"1,2,6,8,9,10",1,3,4,4,4,5,4,2,,3,2,1,4,3,7,1,1,2,2,4,3,6,7,4,4,5,4,4,3,4,4,3,2,4,1,2,2,3,4,4,4,4,1,4,3,4,,24,11,,,13,2,0,1656114305,KS_G9QDMwM0-yzH7yswb0A**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,4.666666667,2,1.333333333,0,0,0
11/28/2019 16:01,11/28/2019 16:05,0,73.9.139.202,100,260,1,11/28/2019 16:05,R_1C9KZIp68M8mUPo,,,,,41.80400085,-87.70700073,anonymous,EN,1,2,3,5,,1,4,4,4,4,1,2,11,1,3,4,3,3,2,3,2,,4,3,3,3,3,3,7,7,7,2,2,2,3,2,2,1,1,1,2,3,3,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,,21,2,,1,14,3,1,1667164760,KS_G9QDMwM0ni_5lYk9ePA**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,independent,3,3.333333333,7,1,1,1
11/28/2019 15:47,11/28/2019 16:08,0,76.198.134.91,100,1251,1,11/28/2019 16:08,R_3DhAYgA8kWkHetj,,,,,37.26919556,-121.8450012,anonymous,EN,1,1,6,7,white,6,3,4,2,2,5,2,"7,8,10",7,9,7,6,6,6,4,2,,7,11,5,7,13,3,9,13,13,1,3,1,1,2,2,2,2,2,1,1,1,1,1,1,1,5,3,2,2,5,3,3,3,2,2,1,1,,75,1,,2,26,1,0,1505955261,KS_G9QDMwM09nzWUaO0Xlg**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Republican,7.666666667,7.666666667,11.66666667,1,1,1
11/28/2019 16:00,11/28/2019 16:08,0,69.132.41.47,100,504,1,11/28/2019 16:08,R_117sK92UxEELKVq,,,,,35.21000671,-80.85119629,anonymous,EN,1,2,7,3,,3,2,5,1,5,2,2,"1,4,5,7",8,5,5,5,5,5,5,2,,10,9,4,12,11,13,9,7,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,43,2,,2,27,1,1,1501170145,KS_G9QDMwM30YuQ97nl55g**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Republican,12,7.666666667,8.333333333,0,0,0
11/28/2019 16:03,11/28/2019 16:10,0,96.32.197.196,100,400,1,11/28/2019 16:10,R_1H8og18QG5ruqTz,,,,,33.53250122,-83.85469818,anonymous,EN,1,2,5,6,,4,4,4,4,4,1,4,"1,2,3,4,5,6,7,8,9,10",20,6,4,7,5,6,4,2,,3,10,2,3,5,4,1,2,6,4,5,4,5,7,3,6,6,4,3,3,3,1,1,1,2,2,2,3,1,5,3,3,2,4,3,3,2,,51,1,,1,17,3,0,1213630932,KS_G9QDMwM1qtLQ3Mt1cdA**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,independent,4,5,3,0,0,0
11/28/2019 16:17,11/28/2019 16:21,0,169.139.19.215,100,212,1,11/28/2019 16:21,R_Df36hi0pxa9CUDL,,,,,25.72770691,-80.37159729,anonymous,EN,1,2,3,6,,1,5,5,5,5,1,2,3,21,10,1,7,7,7,7,3,,13,13,13,13,13,13,13,13,13,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,18,12,,,13,1,0,1622940575,KS_G9QDMwM1L4CcPy25Byw**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,13,13,13,1,1,1
11/28/2019 16:13,11/28/2019 16:21,0,70.162.36.124,100,465,1,11/28/2019 16:21,R_3fSMGSQ4QQigV5D,,,,,32.2460022,-110.9177017,anonymous,EN,1,1,7,7,Mixed race,6,5,5,5,5,5,2,"1,2,3,4,5,6,7,8,9,10",21,0,1,6,3,6,3,2,,1,1,1,1,1,1,1,1,1,7,7,4,3,6,7,4,7,5,4,4,4,4,4,4,5,7,5,5,5,7,4,4,5,7,4,4,4,,70,12,,,21,2,1,1502948751,KS_G9QDMwM2KIINAx4yvUQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1,1,1,1,1,1
11/28/2019 16:14,11/28/2019 16:22,0,47.227.181.253,100,497,1,11/28/2019 16:22,R_25u7c6xQQkAUn4F,,,,,39.95730591,-86.27700043,anonymous,EN,1,1,7,1,,3,2,2,3,4,5,3,"1,2,4,5,6,7,8,9,10",20,0,1,7,7,7,7,2,,13,13,13,13,13,13,13,13,13,1,5,4,1,6,6,2,5,1,1,1,4,1,1,1,2,7,4,5,6,7,6,6,6,5,5,6,6,,36,8,,,15,2,1,1503999990,KS_G9QDMwM34NFFk32SdtQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,13,13,13,0,0,0
11/28/2019 16:19,11/28/2019 16:22,0,73.159.134.87,100,173,1,11/28/2019 16:22,R_1CmEK5LoUO4ywSi,,,,,41.64089966,-70.88960266,anonymous,EN,1,2,3,4,,1,2,4,2,3,3,3,3,4,7,3,2,4,2,6,2,,3,4,11,12,3,4,4,12,4,3,6,2,5,3,5,2,6,3,6,3,2,3,5,3,2,2,5,3,5,3,5,3,5,2,3,4,5,,19,8,,,3,1,0,1539883921,KS_G9QDMwM2TkDJ8B7FXWg**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,6.333333333,6,6.666666667,0,0,0
11/28/2019 16:23,11/28/2019 16:24,0,68.4.23.57,100,33,1,11/28/2019 16:24,R_2dzJQU10fBkeWfb,,,,,33.46009827,-117.6381989,anonymous,EN,1,1,6,5,,5,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1504482815,KS_G9QDMwM1ywG0Jo6013w**,no_comment_or_social,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2019 14:31,11/28/2019 16:27,0,73.32.132.37,100,6934,1,11/28/2019 16:27,R_ToS0Qudg6nLHFzb,,,,,29.51829529,-95.09770203,anonymous,EN,1,2,5,5,,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1505040826,KS_G9QDMwM1ymgKnHWQmuw**,no_comment_or_social,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2019 14:19,11/28/2019 16:28,0,72.189.67.220,100,7706,1,11/28/2019 16:28,R_3JxYIjZvbAiNgNE,,,,,28.62249756,-81.43170166,anonymous,EN,1,2,4,7,,4,3,3,3,3,5,1,"1,2,7,8,10",4,5,4,7,4,7,7,2,,7,8,8,6,5,9,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,48,10,,,2,1,1,1577870135,KS_G9QDMwM2qvocW6MCFXQ**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,independent,6.666666667,7.666666667,1,1,0,1
11/28/2019 16:23,11/28/2019 16:29,0,68.46.36.117,100,377,1,11/28/2019 16:29,R_2E5Lhc7MTUTAXJv,,,,,45.16920471,-93.248703,anonymous,EN,1,1,7,6,,4,3,3,2,4,"1,2,3",3,"1,2,3,4,5,6,7,8,10",7,7,6,6,6,6,5,2,,10,9,10,7,12,11,6,5,8,2,3,2,2,3,4,3,3,3,2,3,2,4,3,3,3,5,4,4,5,2,3,3,1,5,4,4,4,,50,13,,1,27,1,0,1131863139,KS_G9QDMwM3IQJcJNMsizA**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Republican,10,9.666666667,6.333333333,1,1,0
11/28/2019 16:21,11/28/2019 16:31,0,50.89.160.185,100,579,1,11/28/2019 16:31,R_2YPumnIrLRE2ttk,,,,,29.04220581,-81.28630066,anonymous,EN,1,1,7,6,,6,1,1,4,4,1,3,11,21,3,1,7,6,7,7,2,,5,1,3,1,1,1,1,3,1,4,4,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,4,3,2,2,,68,2,,2,25,1,0,1505088953,KS_G9QDMwM2xTPSYBruc5Q**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,1,3,1.666666667,0,0,0
11/28/2019 16:26,11/28/2019 16:33,0,71.9.140.223,100,404,1,11/28/2019 16:33,R_27UthtJ92LLdC4Q,,,,,37.52340698,-120.8516998,anonymous,EN,1,1,7,4,,2,4,4,5,4,"1,2,4",4,"1,2,3,4,5,6,7,8,9,10",20,9,1,6,7,6,5,2,,11,13,7,8,11,3,8,5,10,6,6,6,5,5,4,4,4,7,6,6,3,6,6,5,6,6,4,6,4,7,7,5,6,5,6,6,5,,28,13,,2,23,1,0,1609362862,KS_G9QDMwM2w-wJekQhu7A**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,7.333333333,10.33333333,7.666666667,1,1,1
11/28/2019 16:24,11/28/2019 16:34,0,76.72.137.195,100,614,1,11/28/2019 16:34,R_1ey2asyECp6oxKE,,,,,38.77420044,-76.07589722,anonymous,EN,1,2,3,6,,5,4,4,1,2,5,3,11,6,5,5,6,6,6,4,2,,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,56,12,,,11,1,0,1526894032,KS_G9QDMwM1gRjLdXhkffw**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Republican,7,7,7,0,0,0
11/28/2019 16:29,11/28/2019 16:35,0,76.94.190.98,100,313,1,11/28/2019 16:35,R_2YzbFeUBZzLb2Jr,,,,,34.05110168,-118.3323975,anonymous,EN,1,2,6,5,,1,4,5,4,5,1,4,"7,10",7,4,2,5,1,4,1,2,,1,1,1,1,1,1,8,1,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,5,3,4,4,4,4,4,4,4,3,4,,23,2,,2,19,3,1,1651577798,KS_G9QDMwM2LL34itr7R4w**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Democrat,1,1,6,1,1,1
11/28/2019 16:26,11/28/2019 16:36,0,199.245.32.210,100,560,1,11/28/2019 16:36,R_2ylRwKi7mlvRGLu,,,,,42.34269714,-71.09220123,anonymous,EN,1,1,6,6,,5,3,3,3,4,1,3,"1,2,3,4,5,6,7,8,9,10",7,8,5,5,5,6,5,2,,8,10,8,10,9,10,9,9,11,3,3,3,3,4,5,4,3,5,3,4,5,4,4,5,3,4,5,3,4,4,3,5,4,4,3,4,4,,61,2,,2,25,2,1,1502459031,KS_G9QDMwM2dQa2w1bj-Rg**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Republican,9.666666667,8.666666667,9.666666667,0,0,0
11/28/2019 16:29,11/28/2019 16:36,0,67.87.5.108,100,389,1,11/28/2019 16:36,R_6Dohrojx2nZsZKV,,,,,40.89050293,-74.05039978,anonymous,EN,1,1,5,5,,3,4,4,4,4,1,3,"3,4,5",7,8,4,4,4,4,4,2,,4,7,5,7,11,5,8,6,4,4,3,5,4,5,3,4,5,5,4,3,5,5,4,3,5,5,4,3,5,3,5,4,5,3,4,5,4,,40,12,,,23,2,0,1503832650,KS_G9QDMwM28YeaCEWC4og**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,7.666666667,5.333333333,6,1,0,0
11/28/2019 16:24,11/28/2019 16:38,0,192.180.154.168,100,833,1,11/28/2019 16:38,R_2zMS1u1ZQPs4joc,,,,,37.82400513,-85.9375,anonymous,EN,1,2,5,5,,5,1,1,1,2,5,3,"1,2,7,8,9,10",4,4,4,5,4,5,4,2,,5,7,3,3,2,3,2,1,2,4,6,4,5,6,6,7,7,6,5,4,4,5,5,4,5,2,2,2,1,3,3,2,2,3,3,2,1,,61,13,,2,6,2,0,1585142870,KS_G9QDMwM1ERk9j36dAsQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,2.666666667,5,1.666666667,0,0,0
11/28/2019 16:30,11/28/2019 16:39,0,73.41.70.128,100,565,1,11/28/2019 16:39,R_2WVvsJDfOGz8eLi,,,,,37.81500244,-121.2108002,anonymous,EN,1,1,6,6,,3,4,5,5,4,3,4,"1,2,3,4,6,7,8,9",21,10,5,6,7,7,6,2,,1,2,1,1,4,3,2,11,12,7,4,6,7,7,6,7,5,6,6,7,6,5,6,7,6,7,5,5,6,6,5,4,6,6,5,7,6,,40,6,,,22,2,1,1592493154,KS_G9QDMwM2_E0D5gqdzDQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Republican,2.666666667,1.333333333,8.333333333,1,1,0
11/28/2019 16:46,11/28/2019 16:46,0,96.41.1.241,100,38,1,11/28/2019 16:46,R_scxIq85XdHiNxbX,,,,,34.06900024,-118.1461029,anonymous,EN,1,2,6,5,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1504889218,KS_G9QDMwM2y8T_wU1KQCQ**,no_comment_or_social,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2019 16:43,11/28/2019 16:47,0,99.140.240.7,100,289,1,11/28/2019 16:47,R_1DUSTmmUwmPCo0U,,,,,35.71780396,-78.84279633,anonymous,EN,1,2,3,6,,3,5,5,5,5,5,1,11,1,7,7,7,7,7,7,2,,7,7,6,8,7,7,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,40,13,,1,17,1,0,1131860355,KS_G9QDMwM1rVKt-tkKb1g**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Republican,7.333333333,6.666666667,8,1,0,1
11/28/2019 16:33,11/28/2019 16:47,0,172.58.102.203,100,865,1,11/28/2019 16:47,R_1MQCbPQLkeDNrMs,,,,,29.74060059,-95.5582962,anonymous,EN,1,2,5,5,,2,2,4,3,3,1,3,"7,8,9,10",7,2,3,6,5,5,4,2,,6,4,6,3,4,3,2,2,2,4,4,3,3,3,3,2,3,3,3,2,2,3,3,2,2,6,6,5,5,6,6,6,6,6,5,6,6,,29,11,Christian,,9,3,1,1662356526,KS_G9QDMwM1HTJeXyBtdhQ**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Democrat,3.333333333,5.333333333,2,1,1,1
11/27/2019 16:39,11/28/2019 16:50,0,76.216.245.145,100,87062,1,11/28/2019 16:50,R_3kh8kxGdfEMjhRT,,,,,33.95599365,-118.3887024,anonymous,EN,1,2,6,5,,4,2,4,2,4,1,2,"1,2,4,5,6,7,8,9,10",6,8,3,3,3,3,2,2,,3,3,3,9,9,9,5,9,9,3,4,3,4,3,4,3,5,3,3,3,3,3,3,3,4,3,3,3,4,5,4,4,4,5,4,4,4,,49,2,,1,1,1,0,1610212917,KS_G9QDMwM2js8dJKANZeg**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,9,3,7.666666667,1,0,1
11/28/2019 16:30,11/28/2019 16:51,0,207.255.129.220,100,1218,1,11/28/2019 16:51,R_1dFiuKIK9jBNJ8w,,,,,39.83940125,-79.89499664,anonymous,EN,1,2,3,6,,2,4,5,4,4,5,3,"1,2,3,4,5,6,7,8,9,10",8,5,1,7,5,7,4,2,,1,1,1,5,5,5,1,1,1,7,1,5,5,7,4,5,6,4,5,3,4,3,4,3,4,6,7,6,4,6,7,6,4,7,4,4,4,,29,13,,2,16,2,1,1191656563,KS_G9QDMwM0pACVTkdWDaQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,5,1,1,1,1,1
11/28/2019 16:25,11/28/2019 16:51,0,98.242.240.178,100,1570,1,11/28/2019 16:51,R_1jZmqbJBVYpn8f6,,,,,25.60620117,-80.34519958,anonymous,EN,1,1,5,5,,5,4,5,4,4,5,3,"1,2,3,4,5,6,7,8,9,10",21,0,1,6,6,6,6,2,,2,4,1,2,3,1,3,5,7,7,7,7,7,7,7,7,7,6,6,4,5,3,4,3,4,1,4,1,4,1,4,2,4,4,4,3,4,,64,2,,2,17,2,0,1107092303,KS_G9QDMwM0kLUBrD7ZNXg**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,2,2.333333333,5,0,0,0
11/28/2019 16:47,11/28/2019 16:55,0,75.74.11.129,100,464,1,11/28/2019 16:55,R_1pQMN7XWrXBmMfj,,,,,26.21539307,-80.27100372,anonymous,EN,1,2,5,5,,4,3,5,3,4,5,1,4,7,4,4,7,7,7,2,2,,1,1,1,4,4,1,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,1,1,1,1,4,4,3,4,4,4,4,4,,49,1,,1,7,3,0,1508826524,KS_G9QDMwM21hYWb7jeCiw**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,independent,3,1,7,0,0,0
11/28/2019 16:49,11/28/2019 16:58,0,174.138.224.221,100,574,1,11/28/2019 16:58,R_A5v9FKp625SQuhH,,,,,40.76300049,-73.99259949,anonymous,EN,1,1,7,5,,3,1,1,3,3,4,2,"1,2,3,4,5,6,7,8,9,10",21,5,4,7,5,7,2,2,,13,7,13,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,4,4,7,4,6,1,4,7,7,7,5,7,5,5,4,6,5,5,5,,36,9,,,27,2,1,1464747133,KS_G9QDMwM2Eaq1mXfRZRQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,1,11,1,1,0,1
